model, npl, buffer_size, problem_size, power_limit, energy_used_RAPL, energy_used_yoko, working_time
0, 20, 160000, 1000, 150, 248350256, 0, 2.607523216
0, 20, 160000, 1000, 150, 117917239, 0, 1.079032947
0, 20, 160000, 1000, 150, 116880805, 0, 1.076998490
0, 20, 160000, 1000, 150, 117698246, 0, 1.075605890
0, 20, 160000, 1000, 150, 150856913, 0, 0.934413404
0, 20, 160000, 1000, 150, 165243778, 0, 0.927287406
0, 20, 160000, 1000, 150, 168906366, 0, 0.925368611
0, 20, 160000, 1000, 150, 158064475, 0, 0.819443006
0, 20, 160000, 1000, 150, 158750082, 0, 0.818985824
0, 20, 160000, 1000, 150, 150142560, 0, 0.743919860
0, 20, 160000, 2000, 150, 519641920, 0, 2.428065663
0, 20, 160000, 2000, 150, 518234085, 0, 2.412943442
0, 20, 160000, 2000, 150, 518596023, 0, 2.417410788
0, 20, 160000, 2000, 150, 519260390, 0, 2.420151742
0, 20, 160000, 2000, 150, 521160349, 0, 2.416878303
0, 20, 160000, 2000, 150, 519064040, 0, 2.416750176
0, 20, 160000, 2000, 150, 519531812, 0, 2.422783472
0, 20, 160000, 2000, 150, 520349436, 0, 2.427163402
0, 20, 160000, 2000, 150, 519717420, 0, 2.427291607
0, 20, 160000, 2000, 150, 521837776, 0, 2.454982402
0, 20, 160000, 3000, 150, 1107546114, 0, 5.011505701
0, 20, 160000, 3000, 150, 1098621699, 0, 4.947101099
0, 20, 160000, 3000, 150, 1103486006, 0, 4.959440134
0, 20, 160000, 3000, 150, 1104730082, 0, 4.977490877
0, 20, 160000, 3000, 150, 1107168736, 0, 5.007758068
0, 20, 160000, 3000, 150, 1109561186, 0, 5.002378494
0, 20, 160000, 3000, 150, 1112635335, 0, 5.015715197
0, 20, 160000, 3000, 150, 1110253812, 0, 5.016781419
0, 20, 160000, 3000, 150, 1105181680, 0, 4.974759589
0, 20, 160000, 3000, 150, 1103384321, 0, 4.968556455
1, 20, 160000, 1000, 150, 150110944, 0, 0.750802812
1, 20, 160000, 1000, 150, 150800151, 0, 0.740818137
1, 20, 160000, 1000, 150, 151280741, 0, 0.752979470
1, 20, 160000, 1000, 150, 151266885, 0, 0.750357486
1, 20, 160000, 1000, 150, 151601845, 0, 0.752834844
1, 20, 160000, 1000, 150, 151256755, 0, 0.751387657
1, 20, 160000, 1000, 150, 159737262, 0, 0.816700242
1, 20, 160000, 1000, 150, 151304116, 0, 0.752620641
1, 20, 160000, 1000, 150, 151239603, 0, 0.751445022
1, 20, 160000, 1000, 150, 151181621, 0, 0.744861113
1, 20, 160000, 2000, 150, 512516511, 0, 2.355952026
1, 20, 160000, 2000, 150, 512651580, 0, 2.354765945
1, 20, 160000, 2000, 150, 508656901, 0, 2.331618379
1, 20, 160000, 2000, 150, 510157812, 0, 2.336076814
1, 20, 160000, 2000, 150, 513905301, 0, 2.364266903
1, 20, 160000, 2000, 150, 517102741, 0, 2.383116099
1, 20, 160000, 2000, 150, 513466215, 0, 2.351600002
1, 20, 160000, 2000, 150, 512307343, 0, 2.351618356
1, 20, 160000, 2000, 150, 512158051, 0, 2.351828132
1, 20, 160000, 2000, 150, 513079863, 0, 2.343498917
1, 20, 160000, 3000, 150, 1122470393, 0, 5.094958998
1, 20, 160000, 3000, 150, 1128471354, 0, 5.120791933
1, 20, 160000, 3000, 150, 1130410558, 0, 5.113609076
1, 20, 160000, 3000, 150, 1125797227, 0, 5.143010410
1, 20, 160000, 3000, 150, 1121856381, 0, 5.093000106
1, 20, 160000, 3000, 150, 1135229759, 0, 5.176761352
1, 20, 160000, 3000, 150, 1123613335, 0, 5.115614720
1, 20, 160000, 3000, 150, 1128571269, 0, 5.128280757
1, 20, 160000, 3000, 150, 1129391091, 0, 5.125378623
1, 20, 160000, 3000, 150, 1127684797, 0, 5.138084898
2, 20, 160000, 1000, 150, 189218082, 0, 0.895002673
2, 20, 160000, 1000, 150, 162795361, 0, 0.756026911
2, 20, 160000, 1000, 150, 183971087, 0, 0.869662740
2, 20, 160000, 1000, 150, 193899040, 0, 0.917021335
2, 20, 160000, 1000, 150, 170035330, 0, 0.800981630
2, 20, 160000, 1000, 150, 163018077, 0, 0.752616043
2, 20, 160000, 1000, 150, 163072458, 0, 0.755135925
2, 20, 160000, 1000, 150, 163553292, 0, 0.755170495
2, 20, 160000, 1000, 150, 164025093, 0, 0.760783292
2, 20, 160000, 1000, 150, 164009162, 0, 0.757713346
2, 20, 160000, 2000, 150, 537146086, 0, 2.419975296
2, 20, 160000, 2000, 150, 537248563, 0, 2.429339610
2, 20, 160000, 2000, 150, 547030765, 0, 2.473052316
2, 20, 160000, 2000, 150, 538652734, 0, 2.428808371
2, 20, 160000, 2000, 150, 538285183, 0, 2.428904576
2, 20, 160000, 2000, 150, 539325890, 0, 2.448816288
2, 20, 160000, 2000, 150, 540380879, 0, 2.432523984
2, 20, 160000, 2000, 150, 536608735, 0, 2.418329998
2, 20, 160000, 2000, 150, 538221157, 0, 2.426175636
2, 20, 160000, 2000, 150, 535387729, 0, 2.413556495
2, 20, 160000, 3000, 150, 1122117489, 0, 5.016069049
2, 20, 160000, 3000, 150, 1118736698, 0, 5.013300591
2, 20, 160000, 3000, 150, 1122878412, 0, 5.009643524
2, 20, 160000, 3000, 150, 1118929264, 0, 5.010370156
2, 20, 160000, 3000, 150, 1126381394, 0, 5.027394580
2, 20, 160000, 3000, 150, 1118344550, 0, 4.960664603
2, 20, 160000, 3000, 150, 1121908321, 0, 5.037278962
2, 20, 160000, 3000, 150, 1111893455, 0, 4.918343379
2, 20, 160000, 3000, 150, 1108282807, 0, 4.917963055
2, 20, 160000, 3000, 150, 1121163084, 0, 5.004141987
0, 40, 160000, 1000, 150, 146491934, 0, 0.730316559
0, 40, 160000, 1000, 150, 138093641, 0, 0.668633624
0, 40, 160000, 1000, 150, 149595869, 0, 0.743770206
0, 40, 160000, 1000, 150, 136593707, 0, 0.661021439
0, 40, 160000, 1000, 150, 136250995, 0, 0.652203266
0, 40, 160000, 1000, 150, 135512410, 0, 0.648411499
0, 40, 160000, 1000, 150, 136636369, 0, 0.653131432
0, 40, 160000, 1000, 150, 136078631, 0, 0.645667071
0, 40, 160000, 1000, 150, 137479018, 0, 0.678574461
0, 40, 160000, 1000, 150, 135529011, 0, 0.644126039
0, 40, 160000, 2000, 150, 352495375, 0, 1.460765948
0, 40, 160000, 2000, 150, 352928906, 0, 1.456176884
0, 40, 160000, 2000, 150, 355420293, 0, 1.455683839
0, 40, 160000, 2000, 150, 353188061, 0, 1.449360320
0, 40, 160000, 2000, 150, 355612249, 0, 1.448103213
0, 40, 160000, 2000, 150, 354793709, 0, 1.451882989
0, 40, 160000, 2000, 150, 356357547, 0, 1.467694536
0, 40, 160000, 2000, 150, 355067389, 0, 1.449372421
0, 40, 160000, 2000, 150, 354632759, 0, 1.447820599
0, 40, 160000, 2000, 150, 356008854, 0, 1.450945707
0, 40, 160000, 3000, 150, 761780826, 0, 3.056824796
0, 40, 160000, 3000, 150, 760325141, 0, 3.046066781
0, 40, 160000, 3000, 150, 758302990, 0, 3.047307589
0, 40, 160000, 3000, 150, 762567139, 0, 3.057572689
0, 40, 160000, 3000, 150, 759799324, 0, 3.042140831
0, 40, 160000, 3000, 150, 760770391, 0, 3.046789720
0, 40, 160000, 3000, 150, 763044556, 0, 3.062207657
0, 40, 160000, 3000, 150, 762116763, 0, 3.058744051
0, 40, 160000, 3000, 150, 758164442, 0, 3.045904581
0, 40, 160000, 3000, 150, 760417304, 0, 3.042182556
1, 40, 160000, 1000, 150, 137611646, 0, 0.661526240
1, 40, 160000, 1000, 150, 137466995, 0, 0.655787306
1, 40, 160000, 1000, 150, 137058975, 0, 0.651408238
1, 40, 160000, 1000, 150, 137994703, 0, 0.660491227
1, 40, 160000, 1000, 150, 136815445, 0, 0.648355809
1, 40, 160000, 1000, 150, 136044208, 0, 0.649059561
1, 40, 160000, 1000, 150, 137948927, 0, 0.657456900
1, 40, 160000, 1000, 150, 136402911, 0, 0.649276831
1, 40, 160000, 1000, 150, 137230850, 0, 0.653210648
1, 40, 160000, 1000, 150, 135613239, 0, 0.651723267
1, 40, 160000, 2000, 150, 354971137, 0, 1.448890828
1, 40, 160000, 2000, 150, 356841433, 0, 1.457522836
1, 40, 160000, 2000, 150, 355492803, 0, 1.447763984
1, 40, 160000, 2000, 150, 356254826, 0, 1.451541921
1, 40, 160000, 2000, 150, 357140382, 0, 1.452967122
1, 40, 160000, 2000, 150, 355648503, 0, 1.447095932
1, 40, 160000, 2000, 150, 357197144, 0, 1.464802042
1, 40, 160000, 2000, 150, 356186222, 0, 1.449684090
1, 40, 160000, 2000, 150, 355393011, 0, 1.452620766
1, 40, 160000, 2000, 150, 355877080, 0, 1.449234634
1, 40, 160000, 3000, 150, 756690630, 0, 3.011375774
