model, npl, buffer_size, problem_size, power_limit, energy_used_RAPL, energy_used_yoko,working_time, working_time1, working_time2
1,6,48000,10000000,112,14024134,0,0.18453269,0,184532688
1,6,48000,10000000,112,14200708,0,0.18318408,0,183184083
1,6,48000,10000000,112,13978602,0,0.18498295,0,184982947
1,6,48000,10000000,112,13446804,0,0.18109071,0,181090708
1,6,48000,10000000,112,13838771,0,0.19242153,0,192421527
1,6,48000,10000000,112,14232019,0,0.19103789,0,191037888
1,6,48000,100000000,112,141135564,0,1.82473824,1,824738241
1,6,48000,100000000,112,142137026,0,1.82750679,1,827506794
1,6,48000,100000000,112,139779793,0,1.78884878,1,788848778
1,6,48000,100000000,112,141743107,0,1.80834610,1,808346100
1,6,48000,100000000,112,141541507,0,1.79820546,1,798205461
1,6,48000,100000000,112,138955333,0,1.77902666,1,779026656
1,6,48000,100000000,112,142156435,0,1.83125438,1,831254377
1,6,48000,100000000,112,138880260,0,1.79319405,1,793194054
1,6,48000,100000000,112,139239939,0,1.79417467,1,794174666
1,6,48000,100000000,112,140175606,0,1.83964928,1,839649282
2,6,48000,1000000,112,1010373,0,0.17047333,0,17047333
2,6,48000,1000000,112,1178708,0,0.18423714,0,18423714
2,6,48000,1000000,112,1172665,0,0.19480204,0,19480204
2,6,48000,1000000,112,1146420,0,0.15745938,0,15745938
2,6,48000,1000000,112,1241758,0,0.15940870,0,15940870
2,6,48000,1000000,112,1259641,0,0.15974914,0,15974914
2,6,48000,1000000,112,1334408,0,0.17193130,0,17193130
2,6,48000,1000000,112,1090817,0,0.13679553,0,13679553
2,6,48000,1000000,112,1311642,0,0.16094872,0,16094872
2,6,48000,1000000,112,1118589,0,0.14682046,0,14682046
2,6,48000,10000000,112,12790006,0,0.15685288,0,156852884
2,6,48000,10000000,112,12876310,0,0.15964470,0,159644703
2,6,48000,10000000,112,11934357,0,0.14444874,0,144448743
2,6,48000,10000000,112,12925016,0,0.15612731,0,156127307
2,6,48000,10000000,112,12276214,0,0.15320946,0,153209458
2,6,48000,10000000,112,13311368,0,0.15468536,0,154685361
2,6,48000,10000000,112,12815092,0,0.15368937,0,153689365
2,6,48000,10000000,112,13068998,0,0.15362634,0,153626339
2,6,48000,10000000,112,12583708,0,0.15973148,0,159731480
2,6,48000,10000000,112,11946015,0,0.14300136,0,143001362
2,6,48000,100000000,112,135522785,0,1.49793577,1,497935770
2,6,48000,100000000,112,124150561,0,1.40036040,1,400360401
2,6,48000,100000000,112,132824978,0,1.51915668,1,519156684
2,6,48000,100000000,112,133768639,0,1.52982416,1,529824163
2,6,48000,100000000,112,124432665,0,1.39885873,1,398858732
2,6,48000,100000000,112,133663843,0,1.52946457,1,529464569
