model, npl, buffer_size, problem_size, power_limit, energy_used_RAPL, energy_used_yoko,working_time, working_time1, working_time2
1,12,48000,3000,125,139233592,0,1.111911411,1,111911411
1,12,48000,3000,125,139139597,0,1.110204632,1,110204632
1,12,48000,3000,125,136698930,0,1.923815870,1,92381587
1,12,48000,4000,125,500502259,0,4.103826640,4,10382664
1,12,48000,4000,125,505667712,0,4.477465030,4,47746503
1,12,48000,4000,125,504939869,0,4.445299800,4,44529980
1,12,48000,4000,125,504432119,0,4.394171540,4,39417154
1,12,48000,4000,125,501195311,0,4.146064090,4,14606409
1,12,48000,4000,125,510501196,0,4.888533780,4,88853378
1,12,48000,4000,125,507989911,0,4.668663450,4,66866345
1,12,48000,4000,125,503343255,0,4.299815510,4,29981551
1,12,48000,4000,125,517866655,0,4.150688450,4,150688450
1,12,48000,4000,125,509943275,0,4.833487060,4,83348706
2,12,48000,2000,125,26538140,0,0.207572950,0,207572950
2,12,48000,2000,125,25603450,0,0.202752464,0,202752464
2,12,48000,2000,125,25578670,0,0.202198482,0,202198482
2,12,48000,2000,125,26297173,0,0.208527414,0,208527414
2,12,48000,2000,125,25645564,0,0.202677771,0,202677771
2,12,48000,2000,125,25480587,0,0.202637820,0,202637820
2,12,48000,2000,125,26477532,0,0.209355407,0,209355407
2,12,48000,2000,125,25668025,0,0.202820384,0,202820384
2,12,48000,2000,125,26422723,0,0.209614490,0,209614490
2,12,48000,2000,125,26548699,0,0.211164367,0,211164367
2,12,48000,3000,125,131915068,0,1.533974230,1,53397423
2,12,48000,3000,125,130070956,0,1.387383620,1,38738362
2,12,48000,3000,125,127819986,0,1.211291800,1,21129180
2,12,48000,3000,125,130285860,0,1.396022010,1,39602201
2,12,48000,3000,125,130833954,0,1.290936660,1,29093666
2,12,48000,3000,125,128089821,0,1.234318520,1,23431852
2,12,48000,3000,125,130763215,0,1.448068020,1,44806802
2,12,48000,3000,125,127691262,0,1.204601060,1,20460106
2,12,48000,3000,125,129164281,0,1.303886480,1,30388648
2,12,48000,3000,125,127208293,0,1.156570790,1,15657079
2,12,48000,4000,125,461806130,0,3.697741106,3,697741106
2,12,48000,4000,125,458350938,0,3.668219508,3,668219508
2,12,48000,4000,125,454396725,0,3.636638443,3,636638443
2,12,48000,4000,125,459105026,0,3.674405836,3,674405836
2,12,48000,4000,125,465656645,0,3.718598610,3,718598610
2,12,48000,4000,125,481155141,0,3.852334474,3,852334474
2,12,48000,4000,125,481474536,0,3.856852274,3,856852274
2,12,48000,4000,125,457873279,0,3.650099359,3,650099359
2,12,48000,4000,125,452628602,0,3.621450395,3,621450395
2,12,48000,4000,125,454217405,0,3.635219690,3,635219690
0,24,48000,2000,125,23279360,0,0.180902708,0,180902708
0,24,48000,2000,125,26398736,0,0.208459141,0,208459141
0,24,48000,2000,125,22140263,0,0.174244030,0,174244030
0,24,48000,2000,125,22863040,0,0.180750656,0,180750656
0,24,48000,2000,125,22937746,0,0.181610243,0,181610243
0,24,48000,2000,125,22409855,0,0.176649109,0,176649109
0,24,48000,2000,125,22795474,0,0.180115416,0,180115416
0,24,48000,2000,125,23951110,0,0.188807706,0,188807706
0,24,48000,2000,125,27960500,0,0.187535605,0,187535605
0,24,48000,2000,125,23178042,0,0.179952994,0,179952994
0,24,48000,3000,125,139008372,0,1.110603787,1,110603787
0,24,48000,3000,125,139009532,0,1.109490022,1,109490022
0,24,48000,3000,125,139218332,0,1.110814699,1,110814699
0,24,48000,3000,125,138187268,0,1.103705008,1,103705008
0,24,48000,3000,125,140033028,0,1.118845059,1,118845059
0,24,48000,3000,125,137448379,0,1.979298200,1,97929820
0,24,48000,3000,125,138519482,0,1.106448934,1,106448934
0,24,48000,3000,125,137836440,0,1.100213597,1,100213597
0,24,48000,3000,125,138996470,0,1.109897216,1,109897216
0,24,48000,3000,125,138809093,0,1.108774884,1,108774884
0,24,48000,4000,125,630425937,0,5.534093330,5,53409333
0,24,48000,4000,125,634430627,0,5.752044450,5,75204445
0,24,48000,4000,125,630970858,0,5.570946380,5,57094638
0,24,48000,4000,125,630452487,0,5.517171680,5,51717168
0,24,48000,4000,125,630526095,0,5.463483470,5,46348347
0,24,48000,4000,125,633353298,0,5.660226090,5,66022609
0,24,48000,4000,125,629785619,0,5.475478790,5,47547879
0,24,48000,4000,125,631600128,0,5.503452350,5,50345235
0,24,48000,4000,125,630371311,0,5.454319750,5,45431975
0,24,48000,4000,125,631556733,0,5.553696840,5,55369684
1,24,48000,2000,125,28098195,0,0.217001706,0,217001706
1,24,48000,2000,125,26045710,0,0.201824217,0,201824217
1,24,48000,2000,125,26818657,0,0.212336223,0,212336223
1,24,48000,2000,125,25625545,0,0.203197380,0,203197380
1,24,48000,2000,125,24996335,0,0.196294131,0,196294131
1,24,48000,2000,125,26357294,0,0.209136325,0,209136325
1,24,48000,2000,125,25551815,0,0.201448224,0,201448224
1,24,48000,2000,125,26049372,0,0.206283289,0,206283289
1,24,48000,2000,125,30734723,0,0.245643751,0,245643751
1,24,48000,2000,125,26073969,0,0.205260551,0,205260551
1,24,48000,3000,125,124171252,0,0.995006609,0,995006609
1,24,48000,3000,125,96544003,0,0.769724700,0,769724700
1,24,48000,3000,125,127818216,0,1.244224110,1,24422411
1,24,48000,3000,125,97930413,0,0.780786189,0,780786189
1,24,48000,3000,125,130585054,0,1.462800470,1,46280047
1,24,48000,3000,125,127089396,0,1.155428410,1,15542841
1,24,48000,3000,125,97295772,0,0.775328300,0,775328300
1,24,48000,3000,125,109488856,0,0.875290518,0,875290518
1,24,48000,3000,125,124665636,0,0.998114407,0,998114407
1,24,48000,3000,125,113459243,0,0.896961425,0,896961425
1,24,48000,4000,125,368704500,0,2.949462373,2,949462373
1,24,48000,4000,125,379989872,0,3.416690450,3,41669045
1,24,48000,4000,125,381209168,0,3.515576250,3,51557625
1,24,48000,4000,125,375935683,0,3.740844400,3,7408444
1,24,48000,4000,125,373412252,0,2.987719578,2,987719578
1,24,48000,4000,125,376779614,0,3.124688480,3,12468848
1,24,48000,4000,125,375665786,0,3.532512600,3,5325126
1,24,48000,4000,125,385564137,0,3.752681990,3,75268199
1,24,48000,4000,125,376760754,0,3.152881040,3,15288104
1,24,48000,4000,125,385564992,0,3.846998440,3,84699844
2,24,48000,2000,125,23374940,0,0.180698062,0,180698062
2,24,48000,2000,125,23228944,0,0.183591580,0,183591580
2,24,48000,2000,125,22944888,0,0.181672620,0,181672620
2,24,48000,2000,125,23102053,0,0.181908263,0,181908263
2,24,48000,2000,125,23124880,0,0.181563307,0,181563307
2,24,48000,2000,125,23134035,0,0.181834721,0,181834721
2,24,48000,2000,125,23069155,0,0.182096440,0,182096440
2,24,48000,2000,125,23597230,0,0.187405358,0,187405358
2,24,48000,2000,125,23091006,0,0.182167082,0,182167082
2,24,48000,2000,125,23318665,0,0.183388467,0,183388467
2,24,48000,3000,125,83699249,0,0.668404178,0,668404178
2,24,48000,3000,125,84269376,0,0.661354714,0,661354714
2,24,48000,3000,125,83555877,0,0.667282153,0,667282153
2,24,48000,3000,125,83228241,0,0.663061966,0,663061966
2,24,48000,3000,125,82573153,0,0.659058720,0,659058720
2,24,48000,3000,125,84095122,0,0.670110260,0,670110260
2,24,48000,3000,125,83799285,0,0.668846636,0,668846636
2,24,48000,3000,125,83254913,0,0.664159974,0,664159974
2,24,48000,3000,125,83404876,0,0.664431721,0,664431721
2,24,48000,3000,125,83700103,0,0.667575068,0,667575068
2,24,48000,4000,125,249380587,0,1.994532119,1,994532119
2,24,48000,4000,125,248241247,0,1.985457346,1,985457346
2,24,48000,4000,125,247245889,0,1.976160915,1,976160915
2,24,48000,4000,125,244649276,0,1.955265696,1,955265696
2,24,48000,4000,125,259497261,0,2.746899120,2,74689912
2,24,48000,4000,125,248443212,0,1.985862180,1,985862180
2,24,48000,4000,125,249949677,0,1.998079281,1,998079281
2,24,48000,4000,125,245728374,0,1.962976998,1,962976998
2,24,48000,4000,125,246521036,0,1.970607102,1,970607102
2,24,48000,4000,125,246885476,0,1.973285854,1,973285854
0,48,48000,2000,125,23123171,0,0.179742986,0,179742986
0,48,48000,2000,125,22731387,0,0.180011006,0,180011006
0,48,48000,2000,125,23079897,0,0.182629872,0,182629872
0,48,48000,2000,125,22288151,0,0.176827553,0,176827553
0,48,48000,2000,125,23179506,0,0.183219008,0,183219008
0,48,48000,2000,125,23296144,0,0.184648097,0,184648097
0,48,48000,2000,125,23265199,0,0.177137662,0,177137662
0,48,48000,2000,125,22295659,0,0.176536087,0,176536087
0,48,48000,2000,125,22923709,0,0.182179692,0,182179692
0,48,48000,2000,125,24235106,0,0.192131217,0,192131217
0,48,48000,3000,125,141618473,0,1.131824742,1,131824742
0,48,48000,3000,125,138817515,0,1.109113280,1,109113280
0,48,48000,3000,125,140431769,0,1.113549343,1,113549343
0,48,48000,3000,125,139821969,0,1.117893980,1,117893980
0,48,48000,3000,125,145566094,0,1.144135709,1,144135709
0,48,48000,3000,125,139722420,0,1.115934224,1,115934224
0,48,48000,3000,125,138950266,0,1.110689307,1,110689307
0,48,48000,3000,125,139031199,0,1.110825300,1,110825300
0,48,48000,3000,125,140805487,0,1.124391943,1,124391943
0,48,48000,3000,125,139160411,0,1.111520223,1,111520223
0,48,48000,4000,125,633574184,0,5.795033250,5,79503325
0,48,48000,4000,125,633882472,0,5.798355190,5,79835519
0,48,48000,4000,125,633609156,0,5.775050000,5,77505000
0,48,48000,4000,125,634225732,0,5.795460700,5,79546070
0,48,48000,4000,125,633083279,0,5.708892970,5,70889297
0,48,48000,4000,125,633871974,0,5.749739540,5,74973954
0,48,48000,4000,125,634337304,0,5.776590050,5,77659005
0,48,48000,4000,125,633865198,0,5.804161340,5,80416134
0,48,48000,4000,125,634704857,0,5.810057020,5,81005702
0,48,48000,4000,125,632896634,0,5.718364180,5,71836418
1,48,48000,2000,125,25076840,0,0.193680781,0,193680781
1,48,48000,2000,125,23786805,0,0.192550633,0,192550633
1,48,48000,2000,125,25442318,0,0.204569283,0,204569283
1,48,48000,2000,125,25941401,0,0.210720733,0,210720733
1,48,48000,2000,125,25762996,0,0.207916401,0,207916401
1,48,48000,2000,125,23916260,0,0.193849075,0,193849075
1,48,48000,2000,125,23843689,0,0.195931492,0,195931492
1,48,48000,2000,125,24097167,0,0.195326881,0,195326881
1,48,48000,2000,125,24527709,0,0.196952519,0,196952519
1,48,48000,2000,125,24135620,0,0.195811588,0,195811588
1,48,48000,3000,125,92799994,0,0.756842146,0,756842146
1,48,48000,3000,125,92834967,0,0.754846221,0,754846221
1,48,48000,3000,125,93093634,0,0.755507123,0,755507123
1,48,48000,3000,125,94138065,0,0.763992320,0,763992320
1,48,48000,3000,125,94525881,0,0.758913600,0,758913600
1,48,48000,3000,125,93609014,0,0.760132652,0,760132652
1,48,48000,3000,125,94490969,0,0.769521764,0,769521764
1,48,48000,3000,125,93289373,0,0.760055436,0,760055436
1,48,48000,3000,125,93944035,0,0.761775660,0,761775660
1,48,48000,3000,125,93900699,0,0.762609340,0,762609340
1,48,48000,4000,125,307049446,0,2.479266660,2,479266660
1,48,48000,4000,125,306351083,0,2.467070285,2,467070285
1,48,48000,4000,125,306797249,0,2.474400787,2,474400787
1,48,48000,4000,125,306925789,0,2.472744831,2,472744831
1,48,48000,4000,125,308843143,0,2.489272055,2,489272055
1,48,48000,4000,125,303266802,0,2.446529105,2,446529105
1,48,48000,4000,125,304843763,0,2.453802372,2,453802372
1,48,48000,4000,125,303932571,0,2.448828878,2,448828878
1,48,48000,4000,125,306199351,0,2.469095927,2,469095927
1,48,48000,4000,125,308933291,0,2.488588164,2,488588164
2,48,48000,2000,125,28824084,0,0.226814405,0,226814405
2,48,48000,2000,125,29936752,0,0.237632863,0,237632863
2,48,48000,2000,125,27702932,0,0.220256342,0,220256342
2,48,48000,2000,125,29479173,0,0.235482305,0,235482305
2,48,48000,2000,125,27762868,0,0.219691510,0,219691510
2,48,48000,2000,125,28604602,0,0.226851834,0,226851834
2,48,48000,2000,125,29415940,0,0.233367877,0,233367877
2,48,48000,2000,125,28690722,0,0.228738006,0,228738006
2,48,48000,2000,125,30661787,0,0.243304040,0,243304040
2,48,48000,2000,125,31336529,0,0.248949393,0,248949393
2,48,48000,3000,125,106385348,0,0.851024024,0,851024024
2,48,48000,3000,125,109823999,0,0.874351591,0,874351591
2,48,48000,3000,125,103111065,0,0.821542691,0,821542691
2,48,48000,3000,125,108385281,0,0.863656046,0,863656046
2,48,48000,3000,125,108603604,0,0.864958395,0,864958395
2,48,48000,3000,125,106528963,0,0.838011340,0,838011340
2,48,48000,3000,125,104386330,0,0.829215645,0,829215645
2,48,48000,3000,125,102566754,0,0.817290297,0,817290297
2,48,48000,3000,125,106755709,0,0.849578129,0,849578129
2,48,48000,3000,125,111653950,0,0.890188278,0,890188278
2,48,48000,4000,125,313918630,0,2.507315472,2,507315472
2,48,48000,4000,125,323741969,0,2.581837873,2,581837873
2,48,48000,4000,125,309990174,0,2.476006005,2,476006005
2,48,48000,4000,125,311772151,0,2.489951371,2,489951371
2,48,48000,4000,125,327019671,0,2.606183941,2,606183941
2,48,48000,4000,125,315105212,0,2.513845375,2,513845375
2,48,48000,4000,125,310430418,0,2.478093399,2,478093399
2,48,48000,4000,125,314764270,0,2.512113810,2,512113810
2,48,48000,4000,125,325265281,0,2.590615357,2,590615357
2,48,48000,4000,125,313779593,0,2.505159079,2,505159079
0,6,48000,2000,112,31317059,0,0.285839736,0,285839736
0,6,48000,2000,112,32358377,0,0.280527158,0,280527158
0,6,48000,2000,112,32125101,0,0.275344586,0,275344586
0,6,48000,2000,112,32381448,0,0.273971611,0,273971611
0,6,48000,2000,112,32516335,0,0.279530325,0,279530325
0,6,48000,2000,112,32166421,0,0.270556489,0,270556489
0,6,48000,2000,112,32525613,0,0.277688431,0,277688431
0,6,48000,2000,112,32688759,0,0.283953532,0,283953532
0,6,48000,2000,112,32719399,0,0.284207180,0,284207180
0,6,48000,2000,112,32400552,0,0.280125698,0,280125698
0,6,48000,3000,112,171950793,0,1.731650475,1,731650475
0,6,48000,3000,112,174159589,0,1.758645421,1,758645421
0,6,48000,3000,112,171411610,0,1.721086039,1,721086039
0,6,48000,3000,112,172402452,0,1.742237438,1,742237438
0,6,48000,3000,112,173749677,0,1.748721912,1,748721912
0,6,48000,3000,112,171601367,0,1.724365714,1,724365714
0,6,48000,3000,112,172243455,0,1.727103343,1,727103343
0,6,48000,3000,112,171551562,0,1.729545033,1,729545033
0,6,48000,3000,112,171921679,0,1.742579355,1,742579355
0,6,48000,3000,112,172731003,0,1.737455637,1,737455637
0,6,48000,4000,112,536937590,0,5.794931223,5,794931223
0,6,48000,4000,112,537274259,0,5.796616754,5,796616754
0,6,48000,4000,112,536946928,0,5.787528377,5,787528377
0,6,48000,4000,112,535772066,0,5.789124618,5,789124618
0,6,48000,4000,112,534328771,0,5.772596504,5,772596504
0,6,48000,4000,112,535177829,0,5.788581599,5,788581599
0,6,48000,4000,112,533774268,0,5.777653970,5,777653970
0,6,48000,4000,112,536220490,0,5.804693651,5,804693651
0,6,48000,4000,112,537380338,0,5.799259029,5,799259029
0,6,48000,4000,112,533066140,0,5.780321732,5,780321732
1,6,48000,2000,112,32951270,0,0.290373595,0,290373595
1,6,48000,2000,112,32932349,0,0.288801832,0,288801832
1,6,48000,2000,112,33316016,0,0.296616026,0,296616026
1,6,48000,2000,112,33165625,0,0.302301176,0,302301176
1,6,48000,2000,112,32773842,0,0.295044699,0,295044699
1,6,48000,2000,112,32937477,0,0.290600746,0,290600746
1,6,48000,2000,112,33260352,0,0.298059508,0,298059508
1,6,48000,2000,112,32836097,0,0.299989516,0,299989516
1,6,48000,2000,112,34035741,0,0.307528645,0,307528645
1,6,48000,2000,112,33354651,0,0.299392301,0,299392301
1,6,48000,3000,112,182495138,0,1.826054412,1,826054412
1,6,48000,3000,112,182807942,0,1.820630837,1,820630837
1,6,48000,3000,112,183342975,0,1.834998842,1,834998842
1,6,48000,3000,112,183563007,0,1.843451283,1,843451283
1,6,48000,3000,112,182955343,0,1.831046129,1,831046129
1,6,48000,3000,112,182028282,0,1.821353932,1,821353932
1,6,48000,3000,112,182398215,0,1.824577487,1,824577487
1,6,48000,3000,112,181513635,0,1.812538379,1,812538379
1,6,48000,3000,112,181186731,0,1.806283853,1,806283853
1,6,48000,3000,112,181497582,0,1.827180385,1,827180385
1,6,48000,4000,112,550459589,0,5.863326183,5,863326183
1,6,48000,4000,112,549310727,0,5.872793420,5,872793420
1,6,48000,4000,112,549975337,0,5.872162437,5,872162437
1,6,48000,4000,112,547620791,0,5.847250388,5,847250388
1,6,48000,4000,112,550565180,0,5.859883785,5,859883785
1,6,48000,4000,112,550218195,0,5.866901148,5,866901148
1,6,48000,4000,112,549111265,0,5.868664042,5,868664042
1,6,48000,4000,112,550346735,0,5.871665397,5,871665397
1,6,48000,4000,112,549052733,0,5.861155919,5,861155919
1,6,48000,4000,112,551525932,0,5.886633316,5,886633316
2,6,48000,2000,112,32797828,0,0.288661377,0,288661377
2,6,48000,2000,112,33089392,0,0.292821999,0,292821999
2,6,48000,2000,112,32908118,0,0.297166221,0,297166221
2,6,48000,2000,112,32937721,0,0.292560904,0,292560904
2,6,48000,2000,112,32882118,0,0.298082583,0,298082583
2,6,48000,2000,112,33590429,0,0.302993351,0,302993351
2,6,48000,2000,112,32997108,0,0.300447149,0,300447149
2,6,48000,2000,112,33128272,0,0.299470990,0,299470990
2,6,48000,2000,112,32433267,0,0.287137736,0,287137736
2,6,48000,2000,112,33255652,0,0.302690142,0,302690142
2,6,48000,3000,112,185690442,0,1.897168054,1,897168054
2,6,48000,3000,112,189008305,0,1.910331502,1,910331502
2,6,48000,3000,112,183183125,0,1.874709898,1,874709898
2,6,48000,3000,112,188552923,0,1.907492905,1,907492905
2,6,48000,3000,112,183779925,0,1.880506770,1,880506770
2,6,48000,3000,112,186299999,0,1.901003133,1,901003133
2,6,48000,3000,112,184973037,0,1.885897503,1,885897503
2,6,48000,3000,112,184755753,0,1.890923200,1,890923200
2,6,48000,3000,112,181495813,0,1.860719217,1,860719217
2,6,48000,3000,112,184740433,0,1.889826653,1,889826653
2,6,48000,4000,112,536487152,0,5.791301544,5,791301544
2,6,48000,4000,112,533990455,0,5.764809022,5,764809022
2,6,48000,4000,112,533407082,0,5.768019954,5,768019954
2,6,48000,4000,112,534928379,0,5.785934623,5,785934623
2,6,48000,4000,112,533413002,0,5.770526295,5,770526295
2,6,48000,4000,112,535736788,0,5.798274246,5,798274246
2,6,48000,4000,112,532708536,0,5.768870524,5,768870524
2,6,48000,4000,112,537449918,0,5.818195824,5,818195824
2,6,48000,4000,112,537569852,0,5.821714549,5,821714549
2,6,48000,4000,112,542341629,0,5.880953038,5,880953038
0,12,48000,2000,112,29534837,0,0.191999500,0,191999500
0,12,48000,2000,112,29546555,0,0.200667983,0,200667983
0,12,48000,2000,112,29387498,0,0.194527291,0,194527291
0,12,48000,2000,112,29815719,0,0.200259345,0,200259345
0,12,48000,2000,112,29738205,0,0.201035309,0,201035309
0,12,48000,2000,112,29583664,0,0.201856860,0,201856860
0,12,48000,2000,112,29682969,0,0.195713496,0,195713496
0,12,48000,2000,112,29563462,0,0.192162250,0,192162250
0,12,48000,2000,112,27975758,0,0.201785647,0,201785647
0,12,48000,2000,112,29610886,0,0.200507802,0,200507802
0,12,48000,3000,112,159092427,0,1.196527788,1,196527788
